business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,view_rate,view_rate_bin
Vanilla Palestine,Cafes/Restaurants,139000,1773792000000,Wednesday,March,post,بوكس العائلة و الاصحاب 🥰 #عيدالفطرالمبارك #فانيلا_اليوم_وكل_يوم,71,2,1,20,0,56000,Arabic,False,True,False,True,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1773705600000,Tuesday,March,post,لأجمل قلب… أمي ❤️ جهزنالكم تشكيلة قوالب مميزة ليوم الأم الحجز المسبق متاح الآن ✌🥰 #فانيلا_اليوم_وكل_يوم,112,1,3,530,5,56000,Arabic,True,True,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1771372800000,Wednesday,February,post,هذا ما نقدمه لكم.. حلى رمضان النهائي ✌🌙,41,0,2,1000,6,56000,Arabic,False,True,False,True,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1764979200000,Saturday,December,post,مزيج غريب وطعم عجيب 🍊❄️,25,0,2,515,8,56000,Arabic,False,False,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1762473600000,Friday,November,post,٣ مشاريب ديتوكسس زي ما بدكم 😭,30,0,1,42,2,56000,Arabic,False,False,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1750723200000,Tuesday,June,post,Vanilla’s most loved French Toast.... فرنش توست المفضلة للجميع🥰 #VANILLA_Today_and_everyday #FrenchToastCup#vanilla,130,2,1,580,13,56000,English,False,True,False,False,False,False,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1749254400000,Saturday,June,post,You Thought You Knew Coffee Right?... Think Again. قهوة الجلي اليابانية لأول مرة فقط في فانيلا #VANILLA_Today_and_everyday #dessert #vanilla_cake #japanese_jelly_coffee,188,4,0,1200,31,56000,English,False,True,False,False,False,False,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1748822400000,Monday,June,post,Like never before ... Premium Matcha is here 🍵😉 كأنك تستحق الانتظار #VANILLA_Today_and_everyday #dessert #vanilla_cake #matcha,145,4,2,1000,14,56000,English,False,True,False,False,False,False,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1745798400000,Monday,April,post,مشروب جنجر توست مش بس جرب… رح يخرب فيك 😎😭 جربوه بجميع فروع فانيلا 🤩 #VANILLA_Today_and_everyday #ginger_Twist#vanilla #جنجر_توست,155,4,4,1200,3,56000,Arabic,True,True,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1745366400000,Wednesday,April,post,Summer’s calling 📞 Grab your Yafa Refresher at VANILLA! 🍹☀️ #VANILLA_Today_and_everyday,99,1,3,1300,0,56000,English,True,True,False,False,False,False,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1742515200000,Friday,March,post,تناعم عجيب للنكهات اللذيذة.. 🍰 جربوا الآن سان سيبستيان تشيزكيك الجديدة من فانيلا😋 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,146,2,3,4,1,56000,Arabic,True,True,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1741996800000,Saturday,March,post,أمي.. كل عام وأنتِ أجمل نعمة 💜 هذا يومك، نقدّر وجودك بكل لحظة من فانيلا 🎂 الحجوزات عبر رسائل الصفحة 💌,114,0,4,44,4,56000,Arabic,True,True,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1741305600000,Friday,March,post,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,189,4,6,963,6,56000,Arabic,True,True,True,True,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1778198400000,Friday,May,reel,Freshly baked Every Morning 😊 #vanilla #فانيلا_اليوم_وكل_يوم,71,2,1,41,0,9300,English,False,False,False,False,False,False,0,0.06690647482014389,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777939200000,Tuesday,May,reel,حاضر و ع بال معايير التوحد ✌🥰 #فانيلا,38,1,2,70,1,24000,Arabic,False,False,False,False,False,True,0,0.17266187050359713,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777680000000,Saturday,May,reel,سعيدين جدًا توفروا القعدة المثالية والمساحة اللي بتجمعكم في فرع الطيرة. نتطلع دائمًا لاستقبالكم في مساحاتنا الخاصة VIP Space 🥰 #فانيلا_اليوم_وكل_يوم,166,1,1,1000,11,38000,Arabic,True,True,True,False,False,True,0,0.2733812949640288,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777420800000,Wednesday,April,reel,فرنش توست فانيلا 😋🔥 #فانيلا_اليوم_وكل_يوم #فرنش_توست,65,2,2,949,2,71000,Arabic,False,True,False,False,False,True,0,0.5107913669064749,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777161600000,Sunday,April,reel,كارميل كرانش كريم 😋😋😋 كيكة جديدة من فانيلا #فانيلا_اليوم_وكل_يوم,77,1,3,1600,3,100000,Arabic,False,True,False,False,False,True,0,0.7194244604316546,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776902400000,Thursday,April,reel,Caramel Crunch Cream 🎂🥳 انعملت خصومي بمناسبة عيد ميلاد ياسمينا #فانيلا_اليوم_وكل_يوم,102,1,3,68,2,11000,English,False,True,False,False,False,True,0,0.07913669064748201,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776643200000,Monday,April,reel,ربيع بطريقة فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم,52,1,2,918,3,49000,Arabic,False,False,False,False,False,True,0,0.35251798561151076,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776470400000,Saturday,April,reel,مكانكم المفضل ❤️ #فانيلا_اليوم_وكل_يوم,45,1,1,1300,2,44000,Arabic,False,False,False,False,False,True,0,0.31654676258992803,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776211200000,Wednesday,April,reel,ربيع، شمس و فانيلا 🌞🌸🥰 #فانيلا_اليوم_وكل_يوم,54,1,3,864,1,56000,Arabic,False,False,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775952000000,Sunday,April,reel,سعيد صباحكم من فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم vanilla#,68,1,2,1200,2,56000,Arabic,False,False,False,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775692800000,Thursday,April,reel,٥ مشاريب بمناسبة فصل الربيع 🌸🌸😎 #فانيلا_اليوم_وكل_يوم,66,1,3,1800,2,67000,Arabic,False,True,False,False,False,True,0,0.48201438848920863,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775433600000,Monday,April,reel,The New Very Chocolate Cake 😊😋😋,38,0,3,1500,2,98000,English,False,True,False,False,False,False,0,0.7050359712230215,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775174400000,Friday,April,reel,فانيلا بجانب فيكم فرع الطيرة 🫶🫶 #فانيلا_اليوم_وكل_يوم,63,1,2,1600,5,56000,Arabic,False,False,True,False,False,True,0,0.4028776978417266,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1774915200000,Tuesday,March,reel,اليوم عزة الفلسطينية والكرامة على رؤوسنا ورأس العالم، فانيلا بتقدم لكن المحبة بكل فخر 🥰🙏,96,0,2,811,8,94000,Arabic,False,False,False,False,True,True,0,0.6762589928057554,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1774656000000,Saturday,March,reel,اكبر كمية كوكيز 🍪🥰 #فانيلا_اليوم_وكل_يوم #ramadankareem #كوكيز,74,3,2,109,0,355000,Arabic,False,True,False,True,False,True,0,2.553956834532374,high_view_rate
