business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,cta_present,hashtags,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,total_engagement,engagement_rate_followers,likes_rate_followers,comments_rate_followers,views_per_follower,like_view_rate,comment_view_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate,hashtag_count,view_rate_ratio,performance_label
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-12 00:00:00,0.0,Sunday,4,reel,Fresh cookies every morning 🍪,30,0,1,1265.0,24.0,176000.0,English,False,True,0.0,False,False,False,False,False,False,[],1289.0,0.00927338129496403,0.0091007194,0.0001726619,1.2661870503597121,0.0073238636,1289.0,0.0092733813,0.0091007194,0.0001726619,1.2661870504,0.0071875,0.0001363636,2026-04-06/2026-04-12,0,1,night,short,none,few,medium,medium,0,0,0,0,1.181208053691275,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-15 00:00:00,0.0,Wednesday,4,reel,صباح الخير من فانيلا ☀️,23,0,1,1470.0,36.0,194000.0,Arabic,False,False,0.0,True,False,False,True,False,False,[],1506.0,0.01083453237410072,0.0105755396,0.0002589928,1.39568345323741,0.0077628866,1506.0,0.0108345324,0.0105755396,0.0002589928,1.3956834532,0.0075773196,0.000185567,2026-04-13/2026-04-19,0,1,night,short,none,few,high,medium,1,0,1,0,1.3020134228187918,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-14 00:00:00,0.0,Friday,3,reel,اكبر كمية لفرع نابلس 🥰✌️,28,3,2,415.0,0.0,971000.0,Arabic,False,True,0.0,True,True,False,True,False,False,[],415.0,0.002985611510791367,0.0029856115,0.0,6.985611510791367,0.0004273944,415.0,0.0029856115,0.0029856115,0.0,6.9856115108,0.0004273944,0.0,2025-03-10/2025-03-16,0,1,night,short,few,few,low,medium,0,1,0,0,6.516778523489933,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-12 00:00:00,0.0,Wednesday,3,reel,سكوب الكوكيز بفانيلا 😍😋,24,4,2,911.0,9.0,197000.0,Arabic,False,True,0.0,False,False,False,True,False,False,[],920.0,0.006618705035971223,0.0065539568,6.47482e-05,1.4172661870503598,0.0046700508,920.0,0.006618705,0.0065539568,6.47482e-05,1.4172661871,0.0046243655,4.56853e-05,2025-03-10/2025-03-16,0,1,night,short,few,few,medium,medium,0,0,0,0,1.3221476510067114,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-12 00:00:00,0.0,Wednesday,3,reel,الأجواء بتحلى مع فانيلا,23,0,0,153.0,0.0,24200.0,Arabic,False,False,0.0,False,True,False,True,False,False,[],153.0,0.0011007194244604316,0.0011007194,0.0,0.17410071942446043,0.006322314,153.0,0.0011007194,0.0011007194,0.0,0.1741007194,0.006322314,0.0,2025-03-10/2025-03-16,0,1,night,short,none,none,low,medium,0,0,0,0,0.16241610738255033,low_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-11 00:00:00,0.0,Tuesday,3,reel,من الآن، بتقدرو تحجزوا فطوركم بكرا في فرعنا بوسط البلد 🌙,63,3,1,1454.0,2.0,609000.0,Arabic,True,True,0.0,True,True,False,True,False,True,[],1456.0,0.010474820143884893,0.0104604317,1.43885e-05,4.381294964028777,0.0023908046,1456.0,0.0104748201,0.0104604317,1.43885e-05,4.381294964,0.0023875205,3.2841e-06,2025-03-10/2025-03-16,0,1,night,medium,few,few,high,medium,1,1,0,0,4.087248322147651,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-09 00:00:00,0.0,Sunday,3,reel,بوفيه فانيلا النابلسي 🌙😍,26,3,2,141.0,4.0,39600.0,Arabic,False,True,0.0,True,True,False,True,False,False,[],145.0,0.0010431654676258994,0.0010143885,2.8777e-05,0.28489208633093527,0.0036616162,145.0,0.0010431655,0.0010143885,2.8777e-05,0.2848920863,0.0035606061,0.0001010101,2025-03-03/2025-03-09,0,1,night,short,few,few,low,medium,0,0,0,0,0.2657718120805369,low_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-06 00:00:00,0.0,Thursday,3,reel,كلكم اتفقتوا على انها أطيب ام علي في فانيلا 😍,48,0,1,431.0,12.0,218000.0,Arabic,False,True,0.0,False,True,False,True,False,False,[],443.0,0.0031870503597122304,0.0031007194,8.63309e-05,1.5683453237410072,0.0020321101,443.0,0.0031870504,0.0031007194,8.63309e-05,1.5683453237,0.0019770642,5.50459e-05,2025-03-03/2025-03-09,0,1,night,short,none,few,low,medium,0,0,0,0,1.4630872483221478,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-05 00:00:00,0.0,Wednesday,3,reel,16 رمضان,9,0,0,308.0,18.0,133000.0,Arabic,False,False,0.0,False,True,False,False,False,False,[],326.0,0.0023453237410071943,0.0022158273,0.0001294964,0.9568345323741008,0.0024511278,326.0,0.0023453237,0.0022158273,0.0001294964,0.9568345324,0.0023157895,0.0001353383,2025-03-03/2025-03-09,0,1,night,short,none,none,low,medium,0,0,0,0,0.8926174496644296,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-03-02 00:00:00,0.0,Sunday,3,reel,رمضان فانيلا 🌙🤍,17,2,2,325.0,1.0,652000.0,Arabic,False,True,0.0,True,True,True,True,False,False,[],326.0,0.0023453237410071943,0.0023381295,7.1942e-06,4.690647482014389,0.0005,326.0,0.0023453237,0.0023381295,7.1942e-06,4.690647482,0.0004984663,1.5337e-06,2025-02-24/2025-03-02,0,1,night,short,few,few,low,medium,0,1,0,0,4.375838926174497,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-28 00:00:00,0.0,Friday,2,reel,اكثر من انه حلو 😍,18,2,1,2630.0,6.0,652000.0,Arabic,False,True,0.0,False,True,False,True,False,False,[],2636.0,0.018964028776978416,0.0189208633,4.31655e-05,4.690647482014389,0.0040429448,2636.0,0.0189640288,0.0189208633,4.31655e-05,4.690647482,0.0040337423,9.2025e-06,2025-02-24/2025-03-02,0,1,night,short,few,few,high,medium,1,1,0,0,4.375838926174497,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-24 00:00:00,0.0,Monday,2,reel,طبقات من القشطة و التمر الفاخر 🌙😍,37,2,2,1475.0,2.0,566000.0,Arabic,False,True,0.0,False,True,False,True,False,False,[],1477.0,0.01062589928057554,0.0106115108,1.43885e-05,4.071942446043166,0.0026095406,1477.0,0.0106258993,0.0106115108,1.43885e-05,4.071942446,0.0026060071,3.5336e-06,2025-02-24/2025-03-02,0,1,night,short,few,few,high,medium,1,1,0,0,3.798657718120806,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-23 00:00:00,0.0,Sunday,2,reel,بعد الإفطار في فانيلا 🌙🤍✌️,30,3,3,2898.0,4.0,82600.0,Arabic,False,False,0.0,True,True,False,True,False,False,[],2902.0,0.02087769784172662,0.0208489209,2.8777e-05,0.5942446043165468,0.0351331719,2902.0,0.0208776978,0.0208489209,2.8777e-05,0.5942446043,0.0350847458,4.84262e-05,2025-02-17/2025-02-23,0,1,night,short,few,few,high,medium,1,0,0,0,0.5543624161073826,low_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-21 00:00:00,0.0,Friday,2,reel,نستقبلكم على البوفيه فانيلا في فرعنا نابلس و الطيرة 🥳,58,3,1,259.0,1.0,956000.0,Arabic,True,True,0.0,True,True,False,True,False,True,[],260.0,0.0018705035971223023,0.0018633094,7.1942e-06,6.877697841726619,0.0002719665,260.0,0.0018705036,0.0018633094,7.1942e-06,6.8776978417,0.0002709205,1.046e-06,2025-02-17/2025-02-23,0,1,night,short,few,few,low,medium,0,1,0,0,6.416107382550336,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-18 00:00:00,0.0,Tuesday,2,reel,انتظرونا في خامس ايام من رمضان على البوفيه الرمضاني ❤️,58,1,1,1653.0,8.0,213000.0,Arabic,True,True,0.0,True,True,False,True,False,True,[],1661.0,0.011949640287769785,0.0118920863,5.7554e-05,1.5323741007194245,0.0077981221,1661.0,0.0119496403,0.0118920863,5.7554e-05,1.5323741007,0.0077605634,3.75587e-05,2025-02-17/2025-02-23,0,1,night,short,few,few,high,medium,1,0,0,0,1.429530201342282,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-08 00:00:00,0.0,Saturday,2,reel,Everyday Is a Cake Day 🍰😊😊 #vanilla_today_and_everyday #فانيلا_اليوم_وكل_يوم,89,2,3,2101.0,8.0,132000.0,Mixed,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",2109.0,0.015172661870503597,0.0151151079,5.7554e-05,0.9496402877697842,0.0159772727,2109.0,0.0151726619,0.0151151079,5.7554e-05,0.9496402878,0.0159166667,6.06061e-05,2025-02-03/2025-02-09,0,1,night,medium,few,few,high,medium,1,0,0,2,0.8859060402684563,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-02-05 00:00:00,0.0,Wednesday,2,reel,New year new me 😲😲😲,23,0,3,18600.0,725.0,662000.0,English,False,False,0.0,False,False,False,False,True,False,[],19325.0,0.13902877697841726,0.1338129496,0.0052158273,4.762589928057554,0.0291918429,19325.0,0.139028777,0.1338129496,0.0052158273,4.7625899281,0.0280966767,0.0010951662,2025-02-03/2025-02-09,0,1,night,short,none,few,high,medium,1,1,1,0,4.442953020134228,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-28 00:00:00,0.0,Tuesday,1,reel,الآن .. عرفنا وين راح,22,0,0,516.0,29.0,41500.0,Arabic,False,False,0.0,False,False,False,True,False,False,[],545.0,0.003920863309352518,0.0037122302,0.0002086331,0.29856115107913667,0.0131325301,545.0,0.0039208633,0.0037122302,0.0002086331,0.2985611511,0.0124337349,0.0006987952,2025-01-27/2025-02-02,0,1,night,short,none,none,low,medium,0,0,1,0,0.2785234899328859,low_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-25 00:00:00,0.0,Saturday,1,reel,كعك القدس كل اشي منعمله فيه 🤗😍,33,2,2,4218.0,34.0,198000.0,Arabic,False,True,0.0,True,False,True,True,False,False,[],4252.0,0.030589928057553957,0.0303453237,0.0002446043,1.4244604316546763,0.0214747475,4252.0,0.0305899281,0.0303453237,0.0002446043,1.4244604317,0.0213030303,0.0001717172,2025-01-20/2025-01-26,0,1,night,short,few,few,high,medium,1,0,1,0,1.3288590604026846,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-20 00:00:00,0.0,Monday,1,reel,فيريرو كيك 🍫,13,2,1,316.0,5.0,344000.0,Arabic,False,True,0.0,False,False,False,True,False,False,[],321.0,0.0023093525179856116,0.0022733813,3.59712e-05,2.4748201438848922,0.0009331395,321.0,0.0023093525,0.0022733813,3.59712e-05,2.4748201439,0.0009186047,1.45349e-05,2025-01-20/2025-01-26,0,1,night,short,few,few,low,medium,0,1,0,0,2.3087248322147653,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-16 00:00:00,0.0,Thursday,1,reel,💗 لكم,6,2,1,633.0,21.0,348000.0,Arabic,False,False,0.0,False,False,False,True,False,False,[],654.0,0.004705035971223022,0.0045539568,0.0001510791,2.5035971223021583,0.0018793103,654.0,0.004705036,0.0045539568,0.0001510791,2.5035971223,0.0018189655,6.03448e-05,2025-01-13/2025-01-19,0,1,night,short,few,few,medium,medium,0,1,0,0,2.335570469798658,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-10 00:00:00,0.0,Friday,1,reel,Perfect Alfajores🤭,19,0,1,541.0,11.0,462000.0,English,False,True,0.0,False,False,False,False,False,False,[],552.0,0.003971223021582734,0.0038920863,7.91367e-05,3.323741007194245,0.0011948052,552.0,0.003971223,0.0038920863,7.91367e-05,3.3237410072,0.0011709957,2.38095e-05,2025-01-06/2025-01-12,0,1,night,short,none,few,low,medium,0,1,0,0,3.1006711409395975,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-08 00:00:00,0.0,Wednesday,1,reel,نابلس الجميلة 🫶✌️,18,0,2,854.0,19.0,355000.0,Arabic,False,False,0.0,True,False,False,True,False,False,[],873.0,0.006280575539568345,0.0061438849,0.0001366906,2.553956834532374,0.0024591549,873.0,0.0062805755,0.0061438849,0.0001366906,2.5539568345,0.0024056338,5.35211e-05,2025-01-06/2025-01-12,0,1,night,short,none,few,medium,medium,0,1,0,0,2.38255033557047,high_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-06 00:00:00,0.0,Monday,1,reel,"Your favorite cake is freshly prepared here.
كل ما تحب يصنع هنا 🥰",69,0,1,945.0,48.0,152000.0,Mixed,False,True,0.0,False,False,False,True,False,False,[],993.0,0.007143884892086331,0.0067985612,0.0003453237,1.0935251798561152,0.0065328947,993.0,0.0071438849,0.0067985612,0.0003453237,1.0935251799,0.0062171053,0.0003157895,2025-01-06/2025-01-12,0,1,night,medium,none,few,medium,medium,0,0,1,0,1.0201342281879195,avg_view_rate
Vanilla Palestine,Cafe,139000.0,2025-01-04 00:00:00,0.0,Saturday,1,reel,📍 AlIrsal branch Vibes,24,0,1,843.0,10.0,548000.0,English,False,False,0.0,True,False,False,False,False,False,[],853.0,0.006136690647482014,0.0060647482,7.19424e-05,3.9424460431654675,0.0015565693,853.0,0.0061366906,0.0060647482,7.19424e-05,3.9424460432,0.0015383212,1.82482e-05,2024-12-30/2025-01-05,0,1,night,short,none,few,medium,medium,0,1,0,0,3.6778523489932886,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-27 00:00:00,0.0,Monday,4,post,تخيل طعم اللوز المحمص وهو يذوب مع الكراميل، وفي كل لقمة بتفاجئك نكهة الرهايب 😋 #فانيلا_اليوم_وكل_يوم,94,1,1,286.0,1.0,56000.0,Arabic,False,True,0.0,False,False,False,True,False,False,['فانيلا_اليوم_وكل_يوم'],287.0,0.002064748201438849,0.002057554,7.1942e-06,0.4028776978417266,0.005125,287.0,0.0020647482,0.002057554,7.1942e-06,0.4028776978,0.0051071429,1.78571e-05,2026-04-27/2026-05-03,0,0,night,medium,few,few,low,medium,0,0,0,1,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-03-18 00:00:00,0.0,Wednesday,3,post,بوكس العائلة و الاصحاب 🥰 #عيدالفطرالمبارك #فانيلا_اليوم_وكل_يوم,71,2,1,20.0,0.0,56000.0,Arabic,False,True,0.0,False,True,False,True,False,False,"['عيدالفطرالمبارك', 'فانيلا_اليوم_وكل_يوم']",20.0,0.00014388489208633093,0.0001438849,0.0,0.4028776978417266,0.0003571429,20.0,0.0001438849,0.0001438849,0.0,0.4028776978,0.0003571429,0.0,2026-03-16/2026-03-22,0,0,night,medium,few,few,low,medium,0,0,0,2,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-03-17 00:00:00,0.0,Tuesday,3,post,لأجمل قلب… أمي ❤️ جهزنالكم تشكيلة قوالب مميزة ليوم الأم الحجز المسبق متاح الآن ✌🥰 #فانيلا_اليوم_وكل_يوم,112,1,3,530.0,5.0,56000.0,Arabic,True,True,0.0,False,False,False,True,False,True,['فانيلا_اليوم_وكل_يوم'],535.0,0.0038489208633093524,0.0038129496,3.59712e-05,0.4028776978417266,0.0095535714,535.0,0.0038489209,0.0038129496,3.59712e-05,0.4028776978,0.0094642857,8.92857e-05,2026-03-16/2026-03-22,0,0,night,medium,few,few,low,medium,0,0,0,1,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-02-18 00:00:00,0.0,Wednesday,2,post,هذا ما نقدمه لكم.. حلى رمضان النهائي ✌🌙,41,0,2,1000.0,6.0,56000.0,Arabic,False,True,0.0,False,True,False,True,False,False,[],1006.0,0.0072374100719424465,0.0071942446,4.31655e-05,0.4028776978417266,0.0179642857,1006.0,0.0072374101,0.0071942446,4.31655e-05,0.4028776978,0.0178571429,0.0001071429,2026-02-16/2026-02-22,0,0,night,short,none,few,medium,medium,0,0,0,0,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-12-06 00:00:00,0.0,Saturday,12,post,مزيج غريب وطعم عجيب 🍊❄️,25,0,2,515.0,8.0,56000.0,Arabic,False,False,0.0,False,False,False,True,False,False,[],523.0,0.0037625899280575538,0.003705036,5.7554e-05,0.4028776978417266,0.0093392857,523.0,0.0037625899,0.003705036,5.7554e-05,0.4028776978,0.0091964286,0.0001428571,2025-12-01/2025-12-07,0,0,night,short,none,few,low,medium,0,0,0,0,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-11-07 00:00:00,0.0,Friday,11,post,٣ مشاريب ديتوكسس زي ما بدكم 😭,30,0,1,42.0,2.0,56000.0,Arabic,False,False,0.0,False,False,False,True,False,False,[],44.0,0.00031654676258992807,0.0003021583,1.43885e-05,0.4028776978417266,0.0007857143,44.0,0.0003165468,0.0003021583,1.43885e-05,0.4028776978,0.00075,3.57143e-05,2025-11-03/2025-11-09,0,0,night,short,none,few,low,medium,0,0,0,0,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-06-24 00:00:00,0.0,Tuesday,6,post,Vanilla’s most loved French Toast.... فرنش توست المفضلة للجميع🥰 #VANILLA_Today_and_everyday #FrenchToastCup#vanilla,130,2,1,580.0,13.0,56000.0,English,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'frenchtoastcup']",593.0,0.004266187050359712,0.0041726619,9.35252e-05,0.4028776978417266,0.0105892857,593.0,0.0042661871,0.0041726619,9.35252e-05,0.4028776978,0.0103571429,0.0002321429,2025-06-23/2025-06-29,0,0,night,medium,few,few,medium,medium,0,0,0,2,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-06-07 00:00:00,0.0,Saturday,6,post,You Thought You Knew Coffee Right?... Think Again. قهوة الجلي اليابانية لأول مرة فقط في فانيلا #VANILLA_Today_and_everyday #dessert #vanilla_cake #japanese_jelly_coffee,188,4,0,1200.0,31.0,56000.0,English,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'dessert', 'vanilla_cake', 'japanese_jelly_coffee']",1231.0,0.008856115107913669,0.0086330935,0.0002230216,0.4028776978417266,0.0219821429,1231.0,0.0088561151,0.0086330935,0.0002230216,0.4028776978,0.0214285714,0.0005535714,2025-06-02/2025-06-08,0,0,night,long,few,none,medium,medium,0,0,1,4,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-06-02 00:00:00,0.0,Monday,6,post,Like never before ... Premium Matcha is here 🍵😉 كأنك تستحق الانتظار #VANILLA_Today_and_everyday #dessert #vanilla_cake #matcha,145,4,2,1000.0,14.0,56000.0,English,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'dessert', 'vanilla_cake', 'matcha']",1014.0,0.007294964028776978,0.0071942446,0.0001007194,0.4028776978417266,0.0181071429,1014.0,0.007294964,0.0071942446,0.0001007194,0.4028776978,0.0178571429,0.00025,2025-06-02/2025-06-08,0,0,night,long,few,few,medium,medium,0,0,0,4,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-04-28 00:00:00,0.0,Monday,4,post,مشروب جنجر توست مش بس جرب… رح يخرب فيك 😎😭 جربوه بجميع فروع فانيلا 🤩 #VANILLA_Today_and_everyday #ginger_Twist#vanilla #جنجر_توست,155,4,4,1200.0,3.0,56000.0,Arabic,True,True,0.0,False,False,False,True,False,True,"['vanilla_today_and_everyday', 'ginger_twist', 'جنجر_توست']",1203.0,0.008654676258992806,0.0086330935,2.15827e-05,0.4028776978417266,0.0214821429,1203.0,0.0086546763,0.0086330935,2.15827e-05,0.4028776978,0.0214285714,5.35714e-05,2025-04-28/2025-05-04,0,0,night,long,few,many,medium,medium,0,0,0,3,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-04-23 00:00:00,0.0,Wednesday,4,post,Summer’s calling 📞 Grab your Yafa Refresher at VANILLA! 🍹☀️ #VANILLA_Today_and_everyday,99,1,3,1300.0,0.0,56000.0,English,True,True,0.0,False,False,False,False,False,True,['vanilla_today_and_everyday'],1300.0,0.00935251798561151,0.009352518,0.0,0.4028776978417266,0.0232142857,1300.0,0.009352518,0.009352518,0.0,0.4028776978,0.0232142857,0.0,2025-04-21/2025-04-27,0,0,night,medium,few,few,medium,medium,0,0,0,1,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-03-21 00:00:00,0.0,Friday,3,post,تناعم عجيب للنكهات اللذيذة.. 🍰 جربوا الآن سان سيبستيان تشيزكيك الجديدة من فانيلا😋 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,146,2,3,4.0,1.0,56000.0,Arabic,True,True,0.0,False,False,False,True,False,True,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",5.0,3.597122302158273e-05,2.8777e-05,7.1942e-06,0.4028776978417266,8.92857e-05,5.0,3.59712e-05,2.8777e-05,7.1942e-06,0.4028776978,7.14286e-05,1.78571e-05,2025-03-17/2025-03-23,0,0,night,long,few,few,low,medium,0,0,0,2,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-03-15 00:00:00,0.0,Saturday,3,post,أمي.. كل عام وأنتِ أجمل نعمة 💜 هذا يومك، نقدّر وجودك بكل لحظة من فانيلا 🎂 الحجوزات عبر رسائل الصفحة 💌,114,0,4,44.0,4.0,56000.0,Arabic,True,True,0.0,False,False,False,True,False,True,[],48.0,0.00034532374100719427,0.0003165468,2.8777e-05,0.4028776978417266,0.0008571429,48.0,0.0003453237,0.0003165468,2.8777e-05,0.4028776978,0.0007857143,7.14286e-05,2025-03-10/2025-03-16,0,0,night,medium,none,many,low,medium,0,0,0,0,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2025-03-07 00:00:00,0.0,Friday,3,post,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,189,4,6,963.0,6.0,56000.0,Arabic,True,True,0.0,True,True,False,True,False,True,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",969.0,0.006971223021582734,0.0069280576,4.31655e-05,0.4028776978417266,0.0173035714,969.0,0.006971223,0.0069280576,4.31655e-05,0.4028776978,0.0171964286,0.0001071429,2025-03-03/2025-03-09,0,0,night,long,few,many,medium,medium,0,0,0,4,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-05-08 00:00:00,0.0,Friday,5,reel,Freshly baked Every Morning 😊 #vanilla #فانيلا_اليوم_وكل_يوم,71,2,1,41.0,0.0,9300.0,English,False,False,0.0,False,False,False,False,False,False,"['vanilla', 'فانيلا_اليوم_وكل_يوم']",41.0,0.0002949640287769784,0.000294964,0.0,0.06690647482014389,0.0044086022,41.0,0.000294964,0.000294964,0.0,0.0669064748,0.0044086022,0.0,2026-05-04/2026-05-10,0,1,night,medium,few,few,low,medium,0,0,0,2,0.062416107382550344,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-05-05 00:00:00,0.0,Tuesday,5,reel,حاضر و ع بال معايير التوحد ✌🥰 #فانيلا,38,1,2,70.0,1.0,24000.0,Arabic,False,False,0.0,False,False,False,True,False,False,['فانيلا'],71.0,0.0005107913669064748,0.0005035971,7.1942e-06,0.17266187050359713,0.0029583333,71.0,0.0005107914,0.0005035971,7.1942e-06,0.1726618705,0.0029166667,4.16667e-05,2026-05-04/2026-05-10,0,1,night,short,few,few,low,medium,0,0,0,1,0.16107382550335572,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-05-02 00:00:00,0.0,Saturday,5,reel,سعيدين جدًا توفروا القعدة المثالية والمساحة اللي بتجمعكم في فرع الطيرة. نتطلع دائمًا لاستقبالكم في مساحاتنا الخاصة VIP Space 🥰 #فانيلا_اليوم_وكل_يوم,166,1,1,1000.0,11.0,38000.0,Arabic,True,True,0.0,True,False,False,True,False,True,['فانيلا_اليوم_وكل_يوم'],1011.0,0.007273381294964029,0.0071942446,7.91367e-05,0.2733812949640288,0.0266052632,1011.0,0.0072733813,0.0071942446,7.91367e-05,0.273381295,0.0263157895,0.0002894737,2026-04-27/2026-05-03,0,1,night,long,few,few,medium,medium,0,0,0,1,0.2550335570469799,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-29 00:00:00,0.0,Wednesday,4,reel,فرنش توست فانيلا 😋🔥 #فانيلا_اليوم_وكل_يوم #فرنش_توست,65,2,2,949.0,2.0,71000.0,Arabic,False,True,0.0,False,False,False,True,False,False,"['فانيلا_اليوم_وكل_يوم', 'فرنش_توست']",951.0,0.006841726618705036,0.0068273381,1.43885e-05,0.5107913669064749,0.0133943662,951.0,0.0068417266,0.0068273381,1.43885e-05,0.5107913669,0.0133661972,2.8169e-05,2026-04-27/2026-05-03,0,1,night,medium,few,few,medium,medium,0,0,0,2,0.476510067114094,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-26 00:00:00,0.0,Sunday,4,reel,كارميل كرانش كريم 😋😋😋 كيكة جديدة من فانيلا #فانيلا_اليوم_وكل_يوم,77,1,3,1600.0,3.0,100000.0,Arabic,False,True,0.0,False,False,False,True,False,False,['فانيلا_اليوم_وكل_يوم'],1603.0,0.011532374100719424,0.0115107914,2.15827e-05,0.7194244604316546,0.01603,1603.0,0.0115323741,0.0115107914,2.15827e-05,0.7194244604,0.016,3e-05,2026-04-20/2026-04-26,0,1,night,medium,few,few,high,medium,1,0,0,1,0.6711409395973154,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-23 00:00:00,0.0,Thursday,4,reel,Caramel Crunch Cream 🎂🥳 انعملت خصومي بمناسبة عيد ميلاد ياسمينا #فانيلا_اليوم_وكل_يوم,102,1,3,68.0,2.0,11000.0,English,False,True,0.0,False,False,False,True,False,False,['فانيلا_اليوم_وكل_يوم'],70.0,0.0005035971223021583,0.0004892086,1.43885e-05,0.07913669064748201,0.0063636364,70.0,0.0005035971,0.0004892086,1.43885e-05,0.0791366906,0.0061818182,0.0001818182,2026-04-20/2026-04-26,0,1,night,medium,few,few,low,medium,0,0,0,1,0.07382550335570469,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-04-20 00:00:00,0.0,Monday,4,reel,ربيع بطريقة فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم,52,1,2,918.0,3.0,49000.0,Arabic,False,False,0.0,False,False,False,True,False,False,['فانيلا_اليوم_وكل_يوم'],921.0,0.0066258992805755396,0.0066043165,2.15827e-05,0.35251798561151076,0.0187959184,921.0,0.0066258993,0.0066043165,2.15827e-05,0.3525179856,0.0187346939,6.12245e-05,2026-04-20/2026-04-26,0,1,night,short,few,few,medium,medium,0,0,0,1,0.32885906040268453,low_view_rate
